Time (s),Original_Heading,Corrected_Heading,Original_East,Original_North,Corrected_East,Corrected_North
0.31,358.67,358.67,836559.483126326,818603.1408911172,836559.483126326,818603.1408911172
0.32,358.64,358.64,836559.4829915169,818603.1465694258,836559.4829915169,818603.1465694258
0.33,358.61,358.61,836559.4828537347,818603.1522476618,836559.4828537347,818603.1522476618
0.34,358.54,358.54,836559.4827090167,818603.1579257263,836559.4827090167,818603.1579257263
0.35,358.51,358.51,836559.4825613255,818603.1636037139,836559.4825613255,818603.1636037139
0.36,358.49,358.49,836559.482411651,818603.1692816489,836559.482411651,818603.1692816489
0.37,358.47,358.47,836559.4822599952,818603.1749595315,836559.4822599952,818603.1749595315
0.38,358.47,358.47,836559.4821083392,818603.1806374141,836559.4821083392,818603.1806374141
0.39,358.47,358.47,836559.4819566833,818603.1863152967,836559.4819566833,818603.1863152967
0.4,358.47,358.47,836559.4818050275,818603.1919931791,836559.4818050275,818603.1919931791
0.41,358.48,358.48,836559.4816543632,818603.197671088,836559.4816543632,818603.197671088
0.42,358.48,358.48,836559.481503699,818603.2033489968,836559.481503699,818603.2033489968
0.43,358.5,358.5,836559.4813550161,818603.2090269582,836559.4813550161,818603.2090269582
0.44,358.51,7.6200000000000045,836559.481207325,818603.2147049458,836559.4821081858,818603.2146567078
0.45,358.53,7.639999999999986,836559.4810616153,818603.2203829839,836559.4828633205,818603.2202861948
0.46,358.53,7.639999999999986,836559.4809159056,818603.226061022,836559.4836184554,818603.2259156818
0.47,358.54,7.650000000000034,836559.4807711876,818603.2317390863,836559.4843745717,818603.2315450376
0.48,358.53,7.639999999999986,836559.4806254779,818603.2374171244,836559.4851297066,818603.2371745247
0.49,358.53,7.639999999999986,836559.4804797681,818603.2430951626,836559.4858848413,818603.2428040117
0.5,358.52,7.6299999999999955,836559.4803330667,818603.2487731763,836559.4866389924,818603.24843363
0.51,358.53,7.639999999999986,836559.4801873569,818603.2544512145,836559.4873941273,818603.254063117
0.52,358.53,7.639999999999986,836559.4800416472,818603.2601292526,836559.488149262,818603.2596926041
0.53,358.54,7.650000000000034,836559.4798969292,818603.2658073169,836559.4889053785,818603.2653219597
0.54,358.55,7.660000000000025,836559.4797532008,818603.2714854055,836559.4896624784,818603.2709511822
0.55,358.56,7.670000000000016,836559.4796104642,818603.2771635203,836559.4904205601,818603.2765802734
0.56,358.56,7.670000000000016,836559.4794677276,818603.2828416352,836559.4911786417,818603.2822093646
0.57,358.56,7.670000000000016,836559.4793249909,818603.28851975,836559.4919367234,818603.2878384558
0.58,358.54,7.650000000000034,836559.4791802729,818603.2941978143,836559.4926928397,818603.2934678114
0.59,358.52,7.6299999999999955,836559.4790335714,818603.2998758282,836559.493446991,818603.2990974297
0.6,358.49,7.600000000000023,836559.478883897,818603.3055537633,836559.4941981953,818603.304727442
0.61,358.47,7.580000000000041,836559.478732241,818603.3112316459,836559.4949474344,818603.3103577166
0.62,358.45,7.560000000000002,836559.4785786037,818603.316909476,836559.4956947082,818603.3159882519
0.63,358.45,7.560000000000002,836559.4784249665,818603.3225873059,836559.4964419821,818603.3216187872
0.64,358.45,7.560000000000002,836559.4782713291,818603.328265136,836559.497189256,818603.3272493226
0.65,358.48,7.590000000000032,836559.478120665,818603.3339430449,836559.4979394767,818603.332879466
0.66,358.5,7.610000000000014,836559.4779719821,818603.3396210062,836559.4986916627,818603.3385093489
0.67,358.52,7.6299999999999955,836559.4778252806,818603.3452990201,836559.4994458138,818603.3441389672
0.68,358.54,7.650000000000034,836559.4776805626,818603.3509770844,836559.5002019302,818603.349768323
0.69,358.56,7.670000000000016,836559.4775378259,818603.3566551992,836559.5009600119,818603.3553974142
0.7,358.6,7.710000000000036,836559.4773990541,818603.362333411,836559.5017220239,818603.3610259742
0.71,358.69,7.800000000000011,836559.4772692015,818603.3680118349,836559.5024928765,818603.3666533303
0.72,358.74,7.850000000000023,836559.4771443035,818603.3736903699,836559.5032686391,818603.3722800119
0.73,358.8,7.910000000000025,836559.4770253516,818603.379369032,836559.5040502935,818603.3779058774
0.74,358.86,7.970000000000027,836559.4769123478,818603.3850478154,836559.5048378394,818603.383530923
0.75,358.91,8.020000000000039,836559.4768042986,818603.3907266958,836559.5056302933,818603.3891552779
0.76,359.02,8.129999999999995,836559.4767071521,818603.396405772,836559.5064335429,818603.3947781017
0.77,359.07,8.180000000000007,836559.476614962,818603.402084931,836559.5072417005,818603.4004002226
0.78,359.12,8.230000000000018,836559.4765277285,818603.4077641689,836559.5080547641,818603.4060216367
0.79,359.17,8.28000000000003,836559.4764454514,818603.4134434814,836559.5088727317,818603.4116423378
0.8,359.21,8.319999999999993,836559.4763671391,818603.4191228505,836559.5096946236,818603.4172624672
0.81,359.33,8.439999999999998,836559.4763007213,818603.4248023712,836559.5105282848,818603.4228808617
0.82,359.39,8.5,836559.4762402516,818603.4304819565,836559.5113678295,818603.4284983816
0.83,359.48,8.590000000000032,836559.4761887032,818603.4361616306,836559.5122161966,818603.4341145746
0.84,359.57,8.680000000000007,836559.4761460761,818603.4418413793,836559.513073384,818603.4397294285
0.85,359.53,8.639999999999986,836559.4760994841,818603.4475210959,836559.513926651,818603.4453448801
0.86,359.47,8.580000000000041,836559.4760469442,818603.4532007618,836559.5147740385,818603.4509612225
0.87,359.53,8.639999999999986,836559.4760003522,818603.4588804784,836559.5156273054,818603.4565766742
0.88,359.62,8.730000000000018,836559.4759626816,818603.4645602616,836559.5164893927,818603.4621907788
0.89,359.68,8.79000000000002,836559.4759309592,818603.4702400811,836559.5173573575,818603.4678039764
1.42,359.71,8.819999999999993,836559.4744072906,818603.771271352,836559.5635153088,818603.7652793396
1.42,359.73,8.840000000000032,836559.4743805246,818603.7769511977,836559.5643881735,818603.7708917779
1.42,359.72,8.830000000000041,836559.474352767,818603.7826310374,836559.5652600587,818603.7765043676
1.43,359.72,8.830000000000041,836559.4743250094,818603.7883108772,836559.5661319438,818603.7821169572
1.43,359.71,8.819999999999993,836559.4742962602,818603.7939907128,836559.5670028494,818603.7877297004
1.43,359.71,8.819999999999993,836559.4742675108,818603.7996705485,836559.567873755,818603.7933424436
1.43,359.7,8.810000000000002,836559.4742377718,818603.8053503782,836559.568743681,818603.7989553383
1.43,359.69,8.800000000000011,836559.4742070411,818603.8110302037,836559.5696126274,818603.8045683845
1.43,359.67,8.78000000000003,836559.474174327,818603.8167100172,836559.5704796127,818603.8101817337
1.43,359.64,8.75,836559.4741386399,818603.8223898124,836559.5713436591,818603.8157955352
1.43,359.58,8.689999999999998,836559.4740970045,818603.8280695673,836559.572201826,818603.8214102396
1.43,359.51,8.620000000000005,836559.4740484292,818603.8337492677,836559.5730531338,818603.8270259883
1.43,359.32,8.430000000000007,836559.4739810196,818603.8394287762,836559.5738858134,818603.8326445281
1.44,359.22,8.330000000000041,836559.473903699,818603.8451081574,836559.574708687,818603.8382645142
1.44,359.14,8.25,836559.4738184469,818603.8507874255,836559.5755237117,818603.8438856434
1.44,359.07,8.180000000000007,836559.4737262568,818603.8564665846,836559.5763318693,818603.8495077644
1.44,359.01,8.120000000000005,836559.4736281206,818603.8621456447,836559.5771341374,818603.8551307276
1.44,358.95,8.060000000000002,836559.4735240361,818603.8678245997,836559.5779305177,818603.860754529
1.44,358.93,8.04000000000002,836559.4734179702,818603.8735035164,836559.578724935,818603.8663786071
1.44,358.93,8.04000000000002,836559.4733119045,818603.8791824331,836559.5795193521,818603.8720026852
1.44,358.93,8.04000000000002,836559.4732058386,818603.8848613498,836559.5803137693,818603.8776267633
1.44,358.93,8.04000000000002,836559.4730997728,818603.8905402665,836559.5811081864,818603.8832508414
1.44,358.93,8.04000000000002,836559.4729937069,818603.8962191832,836559.5819026035,818603.8888749195
1.44,358.93,8.04000000000002,836559.4728876412,818603.9018980999,836559.5826970207,818603.8944989976
1.44,358.93,8.04000000000002,836559.4727815753,818603.9075770166,836559.5834914378,818603.9001230757
1.45,358.92,8.03000000000003,836559.4726745178,818603.913255915,836559.5842848734,818603.9057472933
1.45,358.92,8.03000000000003,836559.4725674603,818603.9189348136,836559.5850783089,818603.9113715107
1.45,358.94,8.050000000000011,836559.4724623861,818603.9246137504,836559.5858737078,818603.9169954495
1.45,358.95,8.060000000000002,836559.4723583017,818603.9302927055,836559.5866700881,818603.9226192508
1.45,358.97,8.080000000000041,836559.4722562007,818603.935971695,836559.5874684317,818603.9282427735
1.45,358.98,8.090000000000032,836559.4721550894,818603.9416507025,836559.5882677569,818603.9338661568
1.45,359.0,8.110000000000014,836559.4720559614,818603.9473297464,836559.5890690453,818603.9394892614
1.45,359.01,8.120000000000005,836559.4719578251,818603.9530088066,836559.5898713133,818603.9451122246
1.45,359.04,8.150000000000034,836559.471862662,818603.9586879171,836559.5906765261,818603.9507347677
1.45,359.06,8.170000000000016,836559.4717694803,818603.96436706,836559.5914837021,818603.95635703
1.46,359.09,8.199999999999989,836559.4716792736,818603.9700462514,836559.5922938208,818603.9619788682
1.46,359.13,8.240000000000009,836559.4715930318,818603.9757255054,836559.593107864,818603.9676001389
1.46,359.18,8.29000000000002,836559.4715117464,818603.9814048321,836559.5939268132,818603.9732206966
1.46,359.31,8.420000000000016,836559.4714433472,818603.9870843284,836559.5947585132,818603.9788393818
1.46,359.38,8.490000000000009,836559.4713818857,818603.9927639036,836559.5955970763,818603.9844570472
1.46,359.46,8.569999999999993,836559.471328354,818603.9984435595,836559.5964434822,818603.9900735371
1.46,359.53,8.639999999999986,836559.4712817621,818604.004123276,836559.5972967491,818603.9956889887
1.46,359.59,8.699999999999989,836559.4712411184,818604.009803039,836559.5981558977,818604.0013035437
1.46,359.68,8.79000000000002,836559.471209396,818604.0154828585,836559.5990238625,818604.0069167414
1.46,359.71,8.819999999999993,836559.4711806467,818604.0211626942,836559.5998947681,818604.0125294846
1.46,359.74,8.850000000000023,836559.4711548724,818604.026842544,836559.6007686125,818604.0181417713
1.46,359.77,8.879999999999995,836559.4711320713,818604.032522406,836559.6016453935,818604.0237535995
1.47,359.8,7.6200000000000045,836559.4711122453,818604.0382022801,836559.6023985631,818604.0293833491
1.47,359.84,7.659999999999968,836559.4710963842,818604.0438821662,836559.6031556631,818604.0350125716
1.47,359.86,7.680000000000007,836559.4710825064,818604.0495620564,836559.6039147284,818604.0406415294
1.47,359.87,7.689999999999998,836559.4710696182,818604.0552419507,836559.6046747752,818604.0462703559
1.47,359.88,7.699999999999989,836559.4710577219,818604.0609218469,836559.6054358036,818604.0518990492
1.47,359.89,7.7099999999999795,836559.4710468171,818604.0666017452,836559.6061978157,818604.0575276092
1.47,359.9,7.71999999999997,836559.4710369041,818604.0722816455,836559.6069608094,818604.0631560358
1.47,359.91,7.730000000000018,836559.4710279829,818604.0779615458,836559.6077247848,818604.0687843292
1.47,359.93,7.75,836559.471021043,818604.0836414502,836559.6084907253,818604.074412356
1.47,359.94,7.759999999999991,836559.4710150948,818604.0893213545,836559.6092576494,818604.0800402494
1.47,359.95,7.769999999999982,836559.4710101383,818604.0950012609,836559.6100255551,818604.0856680096
1.48,359.95,7.769999999999982,836559.4710051818,818604.1006811673,836559.6107934609,818604.0912957697
1.49,359.91,7.730000000000018,836559.4709962605,818604.1063610676,836559.6115574362,818604.096924063
1.5,359.88,7.699999999999989,836559.470984364,818604.1120409638,836559.6123184647,818604.1025527563
1.51,359.83,7.649999999999977,836559.4709675112,818604.117720846,836559.613074581,818604.108182112
1.52,359.78,7.599999999999966,836559.4709457018,818604.123400712,836559.6138257853,818604.1138121242
1.53,359.72,7.5400000000000205,836559.4709179442,818604.1290805517,836559.614571094,818604.1194429201
1.54,359.61,7.430000000000007,836559.4708792819,818604.1347603288,836559.6153055909,818604.1250751378
1.58,359.56,7.3799999999999955,836559.4707048087,818604.1574792918,836559.618223914,818604.1476065618
1.58,359.51,7.329999999999984,836559.4706562334,818604.1631589922,836559.6189485786,818604.1532400519
1.59,359.46,7.279999999999973,836559.4706027017,818604.1688386481,836559.6196683272,818604.1588741724
1.59,359.41,7.230000000000018,836559.4705442133,818604.1745182555,836559.6203831596,818604.1645089189
1.59,359.32,7.139999999999986,836559.4704768037,818604.1801977641,836559.6210891394,818604.1701447823
1.6,359.27,7.089999999999975,836559.4704044376,818604.1858772119,836559.621790201,818604.1757812597
1.61,359.23,7.050000000000011,836559.4703281068,818604.1915566073,836559.6224873263,818604.1814182239
1.62,359.2,7.019999999999982,836559.4702488028,818604.1972359623,836559.6231815006,818604.1870555537
1.64,359.18,7.0,836559.4700862301,818604.2085946157,836559.6245659147,818604.198330696
1.64,359.17,6.990000000000009,836559.4700039531,818604.2142739282,836559.6252571382,818604.2039683872
1.65,359.18,7.0,836559.4699226677,818604.2199532549,836559.6259493452,818604.2096059574
1.66,359.19,7.009999999999991,836559.469842372,818604.2256325957,836559.6266425359,818604.2152434083
1.67,359.21,7.029999999999973,836559.4697640598,818604.2313119649,836559.6273376938,818604.2208806169
1.68,359.23,7.050000000000011,836559.4696877289,818604.2369913602,836559.628034819,818604.2265175811
1.69,359.24,7.060000000000002,836559.4696123897,818604.2426707677,836559.6287329298,818604.2321544241
1.7,359.24,7.060000000000002,836559.4695370506,818604.2483501752,836559.6294310406,818604.2377912671
1.71,359.23,7.050000000000011,836559.4694607196,818604.2540295706,836559.6301281658,818604.2434282313
1.72,359.21,7.029999999999973,836559.4693824074,818604.2597089397,836559.6308233237,818604.2490654399
1.73,359.19,7.009999999999991,836559.4693021117,818604.2653882805,836559.6315165145,818604.2547028909
1.74,359.17,6.990000000000009,836559.4692198347,818604.2710675931,836559.6322077379,818604.2603405821
1.75,359.12,6.939999999999998,836559.469132601,818604.2767468309,836559.6328940412,818604.2659788753
1.76,359.1,6.920000000000016,836559.4690433841,818604.2824260385,836559.6335783752,818604.2716174069
1.77,359.08,6.899999999999977,836559.4689521858,818604.2881052137,836559.634260742,818604.2772561768
1.78,359.08,6.899999999999977,836559.4688609875,818604.2937843889,836559.6349431088,818604.2828949466
1.8,359.07,6.889999999999986,836559.4686766074,818604.305142709,836559.636305873,818604.2941727247
1.8,359.05,6.8700000000000045,836559.4685824359,818604.3108218358,836559.636985287,818604.299811852
1.81,359.02,6.839999999999975,836559.4684852894,818604.3165009121,836559.637661748,818604.3054513349
1.82,358.99,6.810000000000002,836559.4683851696,818604.3221799379,836559.638335256,818604.3110911711
1.83,358.94,6.759999999999991,836559.4682800956,818604.3278588747,836559.639003842,818604.3167315911
1.84,358.89,6.7099999999999795,836559.468170065,818604.3335377167,836559.6396675057,818604.3223725929
1.85,358.79,6.610000000000014,836559.4680501233,818604.3392163586,836559.6403213232,818604.3280147458
1.86,358.75,6.569999999999993,836559.4679262169,818604.3448949158,836559.640971202,818604.3336573533
1.87,358.73,6.550000000000011,836559.4678003292,818604.3505734286,836559.6416191097,818604.3393001868
1.88,358.73,6.550000000000011,836559.4676744414,818604.3562519413,836559.6422670173,818604.3449430205
1.89,358.73,6.550000000000011,836559.4675485536,818604.361930454,836559.6429149249,818604.3505858541
1.9,358.76,6.579999999999984,836559.4674256389,818604.3676090314,836559.6435657874,818604.3562283484
1.91,358.77,6.589999999999975,836559.4673037139,818604.373287631,836559.6442176355,818604.3618707276
1.92,358.78,6.599999999999966,836559.4671827806,818604.3789662508,836559.6448704674,818604.3675129936
1.93,358.8,6.6200000000000045,836559.4670638287,818604.3846449129,836559.6455252684,818604.3731550315
1.94,358.82,6.639999999999986,836559.4669468602,818604.3903236155,836559.6461820407,818604.3787968411
1.95,358.86,6.680000000000007,836559.4668338565,818604.3960023989,836559.6468427517,818604.3844381903
1.96,358.94,6.759999999999991,836559.4667287824,818604.4016813358,836559.6475113375,818604.3900786103
1.98,358.99,6.810000000000002,836559.466528543,818604.4130393873,836559.6488583537,818604.4013582808
1.98,359.05,6.8700000000000045,836559.4664343717,818604.418718514,836559.6495377676,818604.4069974081
1.99,359.11,6.930000000000007,836559.4663461464,818604.4243977377,836559.6502230853,818604.4126358206
2.0,359.15,6.96999999999997,836559.466261886,818604.4300770201,836559.6509123394,818604.4182737522
2.01,359.21,7.029999999999973,836559.4661835736,818604.4357563892,836559.6516074974,818604.4239109608
2.02,359.23,7.050000000000011,836559.4661072427,818604.4414357846,836559.6523046226,818604.429547925
2.03,359.23,7.050000000000011,836559.4660309119,818604.4471151798,836559.6530017478,818604.4351848891
2.04,359.21,7.029999999999973,836559.4659525997,818604.452794549,836559.6536969057,818604.4408220977
2.05,359.18,7.0,836559.4658713143,818604.4584738757,836559.6543891127,818604.4464596679
2.06,359.1,6.920000000000016,836559.4657820973,818604.4641530833,836559.6550734468,818604.4520981994
2.07,359.06,6.8799999999999955,836559.4656889156,818604.4698322262,836559.6557538443,818604.4577372076
2.08,359.01,6.829999999999984,836559.4655907793,818604.4755112862,836559.6564293216,818604.4633768076
2.09,358.97,6.7900000000000205,836559.4654886783,818604.4811902756,836559.6571008605,818604.4690168782
2.1,358.93,6.75,836559.4653826124,818604.4868691923,836559.6577684628,818604.4746574153
2.11,358.87,6.689999999999998,836559.4652705984,818604.4925479959,836559.6584301573,818604.4802986493
2.12,358.84,6.659999999999968,836559.4651556113,818604.4982267409,836559.6590888989,818604.4859402287
2.13,358.83,6.649999999999977,836559.4650396345,818604.5039054657,836559.6597466549,818604.4915819231
2.14,358.81,6.6299999999999955,836559.4649216743,818604.5095841481,836559.6604024415,818604.4972238458
2.15,358.81,6.6299999999999955,836559.4648037141,818604.5152628305,836559.6610582282,818604.5028657685
2.16,358.78,6.599999999999966,836559.4646827808,818604.5209414503,836559.6617110601,818604.5085080346
2.17,358.76,6.579999999999984,836559.4645598661,818604.5266200276,836559.6623619226,818604.5141505289
2.18,358.73,6.550000000000011,836559.4644339783,818604.5322985403,836559.6630098302,818604.5197933626
2.19,358.71,6.529999999999973,836559.4643061071,818604.5379770087,836559.6636557685,818604.5254364224
2.2,358.69,6.509999999999991,836559.4641762546,818604.5436554325,836559.6642997375,818604.5310797064
2.21,358.67,6.490000000000009,836559.4640444185,818604.54933381,836559.6649417374,818604.5367232147
2.22,358.67,6.490000000000009,836559.4639125826,818604.5550121873,836559.6655837372,818604.5423667228
2.23,358.68,6.5,836559.4637817383,818604.560690589,836559.6662267206,818604.54801012
2.24,358.71,6.529999999999973,836559.4636538671,818604.5663690573,836559.6668726589,818604.5536531799
2.25,358.76,6.579999999999984,836559.4635309525,818604.5720476347,836559.6675235215,818604.5592956742
2.26,358.82,6.639999999999986,836559.4634139839,818604.5777263372,836559.6681802938,818604.5649374838
2.28,358.98,6.800000000000011,836559.4632117633,818604.5890843525,836559.6695253407,818604.5762173886
2.28,359.06,6.8799999999999955,836559.4631185816,818604.5947634954,836559.6702057382,818604.5818563969
2.3,359.14,6.9599999999999795,836559.4629480792,818604.6061220316,836559.6715822793,818604.5931325025
2.3,359.2,7.019999999999982,836559.4628687752,818604.6118013866,836559.6722764536,818604.5987698323
2.32,359.24,7.060000000000002,836559.4627180969,818604.6231602036,836559.6736726733,818604.6100435184
2.32,359.3,7.1200000000000045,836559.4626487059,818604.6288396878,836559.6743766859,818604.6156796261
2.33,359.32,7.139999999999986,836559.4625812963,818604.6345191963,836559.6750826656,818604.6213154895
2.34,359.34,7.159999999999968,836559.4625158701,818604.640198727,836559.6757906127,818604.6269511045
2.35,359.36,7.180000000000007,836559.4624524254,818604.6458782799,836559.6765005271,818604.6325864731
2.36,359.39,7.2099999999999795,836559.4623919557,818604.6515578651,836559.6772133922,818604.63822147
2.38,359.43,7.25,836559.462278946,818604.6629171184,836559.6786469896,818604.6494904641
2.38,359.45,7.269999999999982,836559.4622244245,818604.6685967642,836559.6793657546,818604.6551247097
2.39,359.46,7.279999999999973,836559.4621708926,818604.6742764201,836559.6800855031,818604.6607588301
2.4,359.47,7.2900000000000205,836559.4621183525,818604.6799560862,836559.6808062353,818604.6663928253
2.41,359.48,7.300000000000011,836559.4620668042,818604.6856357603,836559.681527951,818604.6720266952
2.42,359.47,7.2900000000000205,836559.4620142641,818604.6913154263,836559.6822486832,818604.6776606904
2.43,359.46,7.279999999999973,836559.4619607322,818604.6969950822,836559.6829684317,818604.6832948107
2.44,359.45,7.269999999999982,836559.4619062108,818604.702674728,836559.6836871967,818604.6889290563
2.46,359.45,7.269999999999982,836559.4617971658,818604.7140340217,836559.6851247265,818604.7001975495
2.46,359.46,7.279999999999973,836559.461743634,818604.7197136777,836559.685844475,818604.7058316699
2.48,359.48,7.300000000000011,836559.4616405373,818604.7310730258,836559.6872879067,818604.7170994077
2.48,359.53,7.349999999999966,836559.4615939454,818604.7367527423,836559.6880145386,818604.7227326455
2.49,359.56,7.3799999999999955,836559.4615503266,818604.7424324831,836559.6887441194,818604.7283655014
2.5,359.59,7.649999999999977,836559.4615096828,818604.748112246,836559.6895002357,818604.7339948572
2.51,359.62,7.680000000000007,836559.4614720122,818604.7537920292,836559.690259301,818604.739623815
2.52,359.65,7.7099999999999795,836559.4614373167,818604.7594718306,836559.6910213131,818604.745252375
2.54,359.71,7.769999999999982,836559.4613798202,818604.7708315019,836559.6925571245,818604.7565078932
2.54,359.74,7.800000000000011,836559.461354046,818604.7765113517,836559.6933279772,818604.7621352494
2.55,359.77,7.829999999999984,836559.4613312449,818604.7821912137,836559.6941017746,818604.7677622016
2.56,359.79,7.850000000000023,836559.4613104272,818604.7878710837,836559.6948775372,818604.7733888832
2.58,359.81,7.8700000000000045,836559.4612727566,818604.7992308378,836559.696432991,818604.7846417051
2.58,359.85,7.910000000000025,836559.4612578871,818604.804910726,836559.6972146452,818604.7902675706
2.59,359.86,7.920000000000016,836559.4612440093,818604.8105906163,836559.6979972811,818604.7958933009
2.6,359.87,7.930000000000007,836559.4612311212,818604.8162705105,836559.6987808986,818604.8015188939
2.62,359.88,7.939999999999998,836559.4612073284,818604.827630301,836559.7003500988,818604.8127698071
2.62,359.89,7.949999999999989,836559.4611964237,818604.8333101993,836559.7011356795,818604.8183951273
2.63,359.92,7.980000000000018,836559.4611884921,818604.8389901017,836559.701924207,818604.8240200336
2.64,359.93,7.990000000000009,836559.4611815521,818604.8446700061,836559.7027137161,818604.8296448024
2.65,359.94,8.0,836559.461175604,818604.8503499104,836559.7035042068,818604.8352694339
2.66,359.93,7.990000000000009,836559.461168664,818604.8560298147,836559.704293716,818604.8408942028
2.67,359.92,7.980000000000018,836559.4611607324,818604.8617097171,836559.7050822435,818604.846519109
2.68,359.89,7.949999999999989,836559.4611498278,818604.8673896154,836559.7058678243,818604.8521444292
2.7,359.87,7.930000000000007,836559.4611240536,818604.8787494019,836559.7074350612,818604.8633956151
2.7,359.84,7.899999999999977,836559.4611081923,818604.884429288,836559.7082157339,818604.869021618
2.71,359.81,7.8700000000000045,836559.4610893581,818604.8901091641,836559.7089934597,818604.874648029
2.72,359.78,7.839999999999975,836559.4610675487,818604.8957890301,836559.7097682408,818604.8802748459
2.73,359.75,7.810000000000002,836559.4610427662,818604.901468884,836559.710540075,818604.8859020688
2.74,359.69,7.75,836559.4610120355,818604.9071487095,836559.7113060155,818604.8915300955
2.75,359.66,7.720000000000027,836559.4609783298,818604.9128285169,836559.7120690092,818604.8971585222
2.76,359.62,7.680000000000007,836559.4609406592,818604.9185083001,836559.7128280745,818604.90278748
2.78,359.57,7.6299999999999955,836559.460855405,818604.9298677958,836559.7143363787,818604.9140467187
2.78,359.52,7.579999999999984,836559.4608078214,818604.9355475041,836559.7150856178,818604.9196769934
2.79,359.41,7.470000000000027,836559.460749333,818604.9412271116,836559.7158240452,818604.9253086961
2.8,359.35,7.410000000000025,836559.4606848985,818604.9469066544,836559.7165565748,818604.9309411704
2.81,359.3,7.360000000000014,836559.4606155076,818604.9525861386,836559.7172841904,818604.936574281
2.82,359.25,7.310000000000002,836559.4605411601,818604.9582655603,836559.7180068898,818604.9422080236
2.83,359.21,7.269999999999982,836559.4604628478,818604.9639449294,836559.7187256546,818604.9478422692
2.84,359.14,7.199999999999989,836559.4603775957,818604.9696241976,836559.7194375362,818604.9534773893
2.86,359.12,7.180000000000007,836559.4602031286,818604.9809826732,836559.7208573649,818604.9647481265
2.86,359.1,7.160000000000025,836559.4601139117,818604.9866618807,836559.721565312,818604.9703837414
2.88,359.09,7.149999999999977,836559.4599334963,818604.9980202635,836559.7229792388,818604.9816552199
2.88,359.09,7.149999999999977,836559.4598432897,818605.0036994548,836559.7236862023,818604.9872909602
2.89,359.08,7.139999999999986,836559.4597520913,818605.0093786301,836559.7243921822,818604.9929268236
2.9,359.08,7.139999999999986,836559.459660893,818605.0150578053,836559.725098162,818604.998562687
2.91,359.09,7.149999999999977,836559.4595706863,818605.0207369967,836559.7258051254,818605.0041984272
2.92,359.09,7.149999999999977,836559.4594804797,818605.0264161881,836559.7265120889,818605.0098341674
2.94,359.1,7.160000000000025,836559.4593020477,818605.0377746031,836559.727927983,818605.0211053994
2.94,359.11,7.170000000000016,836559.4592138225,818605.0434538268,836559.7286369137,818605.0267408912
2.95,359.13,7.189999999999998,836559.4591275806,818605.0491330808,836559.7293478117,818605.0323761365
2.96,359.16,7.220000000000027,836559.4590443119,818605.0548123792,836559.7300616605,818605.0380110083
2.97,359.19,7.25,836559.4589640162,818605.0604917201,836559.7307784582,818605.0436455043
2.98,359.23,7.2900000000000205,836559.4588876853,818605.0661711154,836559.7314991903,818605.0492794994
2.99,359.28,7.339999999999975,836559.458816311,818605.0718505754,836559.7322248386,818605.0549128645
3.0,359.4,7.4599999999999795,836559.458756833,818605.0775301728,836559.7329622844,818605.0605446964
3.01,359.46,7.519999999999982,836559.4587033011,818605.0832098287,836559.7337056277,818605.0661757528
3.02,359.53,7.589999999999975,836559.4586567093,818605.0888895452,836559.7344558485,818605.0718058962
3.03,359.6,7.660000000000025,836559.4586170573,818605.0945693143,836559.7352129485,818605.0774351187
3.04,359.67,7.730000000000018,836559.4585843432,818605.1002491277,836559.7359769237,818605.0830634121
3.05,359.79,7.850000000000023,836559.4585635255,818605.1059289977,836559.7367526864,818605.0886900936
3.06,359.85,7.910000000000025,836559.458548656,818605.1116088859,836559.7375343407,818605.0943159593
3.07,359.9,7.9599999999999795,836559.458538743,818605.1172887862,836559.738320905,818605.0999411421
3.08,359.94,8.0,836559.4585327948,818605.1229686906,836559.7391113958,818605.1055657737
3.1,359.98,8.04000000000002,836559.45852883,818605.1343285054,836559.74070023,818605.1168139299
3.1,0.05,8.110000000000003,836559.4585337865,818605.1400084117,836559.7415015184,818605.1224370345
3.11,0.08,8.140000000000002,836559.4585417181,818605.1456883141,836559.7423057497,818605.1280597169
3.12,0.1,8.160000000000002,836559.4585516311,818605.1513682144,836559.7431119441,818605.1336821186
3.13,0.12,8.180000000000001,836559.4585635276,818605.1570481106,836559.7439201017,818605.1393042395
3.14,0.12,8.180000000000001,836559.4585754239,818605.162728007,836559.7447282593,818605.1449263606
3.15,0.1,8.160000000000002,836559.4585853369,818605.1684079072,836559.7455344537,818605.1505487623
3.16,0.08,8.140000000000002,836559.4585932685,818605.1740878095,836559.7463386848,818605.1561714447
3.17,0.05,8.110000000000003,836559.458598225,818605.179767716,836559.7471399732,818605.1617945493
3.18,0.02,8.080000000000002,836559.4586002084,818605.1854476243,836559.7479383168,818605.167418072
3.19,359.99,8.050000000000011,836559.4585992168,818605.1911275327,836559.7487337156,818605.1730420107
3.2,359.93,7.990000000000009,836559.4585922768,818605.1968074371,836559.7495232247,818605.1786667795
3.21,359.9,7.9599999999999795,836559.4585823638,818605.2024873374,836559.7503097891,818605.1842919625
3.22,359.89,7.949999999999989,836559.4585714592,818605.2081672357,836559.7510953697,818605.1899172828
3.23,359.88,7.939999999999998,836559.4585595627,818605.2138471319,836559.7518799688,818605.1955427383
3.24,359.88,7.939999999999998,836559.4585476663,818605.2195270283,836559.7526645679,818605.201168194
3.25,359.88,7.939999999999998,836559.45853577,818605.2252069245,836559.753449167,818605.2067936495
