Time (s),Original_Heading,Improved_Heading,Original_East,Original_North,Improved_East,Improved_North
79.56,6.83,6.83,836552.4751898489,818641.4348009638,836552.4751898489,818641.4348009638
79.57,6.86,6.86,836552.4758682792,818641.4404402083,836552.4758682792,818641.4404402083
79.58,6.88,6.88,836552.4765486767,818641.4460792165,836552.4765486767,818641.4460792165
79.59,6.89,6.89,836552.4772300578,818641.4517181056,836552.4772300578,818641.4517181056
79.6,6.9,6.9,836552.4779124246,818641.4573568754,836552.4779124246,818641.4573568754
79.61,6.9,6.9,836552.4785947914,818641.4629956452,836552.4785947914,818641.4629956452
79.62,6.91,6.91,836552.4792781417,818641.468634296,836552.4792781417,818641.468634296
79.63,6.95,6.95,836552.4799654287,818641.474272468,836552.4799654287,818641.474272468
79.64,6.98,6.98,836552.4806556664,818641.4799102804,836552.4806556664,818641.4799102804
79.65,7.0,7.0,836552.4813478736,818641.4855478506,836552.4813478736,818641.4855478506
79.66,7.01,7.01,836552.4820410643,818641.4911853016,836552.4820410643,818641.4911853016
79.67,7.0,7.0,836552.4827332713,818641.4968228717,836552.4827332713,818641.4968228717
79.68,6.93,6.93,836552.483418589,818641.502461284,836552.483418589,818641.502461284
79.69,6.87,6.87,836552.4840980029,818641.5081004114,836552.4840980029,818641.5081004114
79.7,6.8,6.8,836552.4847705273,818641.5137403648,836552.4847705273,818641.5137403648
79.71,6.7,6.7,836552.4854332055,818641.5193814837,836552.4854332055,818641.5193814837
79.72,6.6,6.6,836552.4860860372,818641.5250237498,836552.4860860372,818641.5250237498
79.73,6.38,6.38,836552.486717201,818641.53066848,836552.486717201,818641.53066848
79.74,6.27,6.27,836552.4873375247,818641.5363144119,836552.4873375247,818641.5363144119
79.75,6.17,6.17,836552.487947994,818641.5419614183,836552.487947994,818641.5419614183
79.76,6.08,6.08,836552.4885495924,818641.5476093761,836552.4885495924,818641.5476093761
79.77,6.01,6.01,836552.4891442894,818641.553258065,836552.4891442894,818641.553258065
79.78,5.93,5.93,836552.4897310992,818641.5589075801,836552.4897310992,818641.5589075801
79.79,5.92,5.92,836552.4903169234,818641.564557196,836552.4903169234,818641.564557196
79.8,5.92,5.92,836552.4909027475,818641.570206812,836552.4909027475,818641.570206812
79.81,5.95,5.95,836552.4914915306,818641.575856121,836552.4914915306,818641.575856121
79.82,5.98,5.98,836552.4920832706,818641.581505121,836552.4920832706,818641.581505121
79.83,6.06,6.06,836552.4926828977,818641.5871532888,836552.4926828977,818641.5871532888
79.84,6.1,6.1,836552.4932864675,818641.5928010365,836552.4932864675,818641.5928010365
79.85,6.16,6.16,836552.4938959512,818641.59844815,836552.4938959512,818641.59844815
79.86,6.24,6.24,836552.4945133199,818641.604094407,836552.4945133199,818641.604094407
79.87,6.32,6.32,836552.4951385718,818641.6097397958,836552.4951385718,818641.6097397958
79.88,6.41,6.41,836552.4957726905,818641.6153841947,836552.4957726905,818641.6153841947
79.89,6.56,6.56,836552.4964215838,818641.6210269151,836552.4964215838,818641.6210269151
79.9,6.63,6.63,836552.4970773705,818641.6266688379,836552.4970773705,818641.6266688379
79.91,6.68,6.68,836552.4977380814,818641.632310187,836552.4977380814,818641.632310187
79.92,6.72,6.72,836552.4984027288,818641.6379510736,836552.4984027288,818641.6379510736
79.93,6.77,6.77,836552.4990722983,818641.6435913785,836552.4990722983,818641.6435913785
79.94,6.87,6.87,836552.4997517122,818641.6492305058,836552.4997517122,818641.6492305058
79.95,6.93,6.93,836552.5004370299,818641.6548689182,836552.5004370299,818641.6548689182
79.96,6.98,6.98,836552.5011272676,818641.6605067307,836552.5011272676,818641.6605067307
79.97,7.04,7.04,836552.5018234092,818641.6661438161,836552.5018234092,818641.6661438161
79.98,7.11,7.11,836552.5025264382,818641.6717800471,836552.5025264382,818641.6717800471
79.99,7.29,7.29,836552.5032471704,818641.6774140422,836552.5032471704,818641.6774140422
80.0,7.4,7.4,836552.5039787183,818641.6830466437,836552.5039787183,818641.6830466437
80.01,7.55,7.55,836552.5047250086,818641.6886773104,836552.5047250086,818641.6886773104
80.02,7.72,7.72,836552.5054880023,818641.6943057369,836552.5054880023,818641.6943057369
80.03,7.93,7.93,836552.5062716198,818641.6999313299,836552.5062716198,818641.6999313299
80.04,8.41,8.41,836552.5071023381,818641.7055501606,836552.5071023381,818641.7055501606
80.05,8.68,8.68,836552.5079595255,818641.7111650145,836552.5079595255,818641.7111650145
80.06,8.95,8.95,836552.5088431636,818641.7167757662,836552.5088431636,818641.7167757662
80.07,9.21,9.21,836552.5097522528,818641.7223824501,836552.5097522528,818641.7223824501
80.08,9.44,9.44,836552.5106838401,818641.7279854399,836552.5106838401,818641.7279854399
80.09,9.84,9.84,836552.511654522,818641.7335817907,836552.511654522,818641.7335817907
80.1,10.0,10.0,836552.5126408268,818641.7391754087,836552.5126408268,818641.7391754087
80.11,10.12,10.12,836552.5136388461,818641.7447669485,836552.5136388461,818641.7447669485
80.12,10.21,10.21,836552.5146456474,818641.7503569128,836552.5146456474,818641.7503569128
80.13,10.27,10.27,836552.515658302,818641.7559458208,836552.515658302,818641.7559458208
80.14,10.32,10.32,836552.5166758322,818641.7615338421,836552.5166758322,818641.7615338421
80.15,10.4,10.4,836552.5177011648,818641.7671204375,836552.5177011648,818641.7671204375
80.16,10.44,10.44,836552.5187303976,818641.7727063157,836552.5187303976,818641.7727063157
80.17,10.5,10.5,836552.5197654796,818641.7782911136,836552.5197654796,818641.7782911136
80.18,10.59,10.59,836552.5208093314,818641.7838742773,836552.5208093314,818641.7838742773
80.19,10.72,10.72,836552.5218658492,818641.7894550598,836552.5218658492,818641.7894550598
80.2,11.07,11.07,836552.5229564382,818641.7950292841,836552.5229564382,818641.7950292841
80.21,11.27,11.27,836552.5240664778,818641.8005996668,836552.5240664778,818641.8005996668
80.22,11.48,11.48,836552.5251969269,818641.8061659433,836552.5251969269,818641.8061659433
80.23,11.66,11.66,836552.5263448571,818641.8117286408,836552.5263448571,818641.8117286408
80.24,11.8,11.8,836552.5275063763,818641.8172885167,836552.5275063763,818641.8172885167
80.25,11.99,11.99,836552.5286863258,818641.8228445107,836552.5286863258,818641.8228445107
80.26,12.03,12.03,836552.5298701532,818641.8283996806,836552.5298701532,818641.8283996806
80.27,12.05,12.05,836552.5310559196,818641.8339544364,836552.5310559196,818641.8339544364
80.28,12.07,12.07,836552.5322436249,818641.8395087781,836552.5322436249,818641.8395087781
80.29,12.11,12.11,836552.5334352083,818641.8450622897,836552.5334352083,818641.8450622897
80.3,12.23,12.23,836552.5346384194,818641.8506132928,836552.5346384194,818641.8506132928
80.31,12.31,12.31,836552.5358493803,818641.8561626114,836552.5358493803,818641.8561626114
80.32,12.38,12.38,836552.5370671216,818641.8617104455,836552.5370671216,818641.8617104455
80.33,12.43,12.43,836552.5382897021,818641.8672572151,836552.5382897021,818641.8672572151
80.34,12.47,12.47,836552.5395161547,818641.8728031304,836552.5395161547,818641.8728031304
80.35,12.52,12.52,836552.5407474466,818641.8783479732,836552.5407474466,818641.8783479732
80.36,12.54,12.54,836552.5419806754,818641.8838923859,836552.5419806754,818641.8838923859
80.37,12.56,12.56,836552.5432158391,818641.8894363663,836552.5432158391,818641.8894363663
80.38,12.58,12.58,836552.5444529378,818641.8949799164,836552.5444529378,818641.8949799164
80.39,12.59,12.59,836552.5456910039,818641.9005232505,836552.5456910039,818641.9005232505
80.4,12.61,12.61,836552.5469310051,818641.9060661523,836552.5469310051,818641.9060661523
80.41,12.64,12.64,836552.5481739085,818641.9116084037,836552.5481739085,818641.9116084037
80.42,12.68,12.68,836552.5494206798,818641.9171497867,836552.5494206798,818641.9171497867
80.43,12.72,12.72,836552.550671321,818641.9226902971,836552.550671321,818641.9226902971
80.44,12.77,12.77,836552.5519267955,818641.9282297149,836552.5519267955,818641.9282297149
80.45,12.81,12.81,836552.5531861378,818641.933768254,836552.5531861378,818641.933768254
80.46,12.84,12.84,836552.5544483785,818641.9393061326,836552.5544483785,818641.9393061326
80.47,12.82,12.82,836552.5557086864,818641.9448444516,836552.5557086864,818641.9448444516
80.48,12.8,12.8,836552.5569670611,818641.9503832109,836552.5569670611,818641.9503832109
80.49,12.77,12.77,836552.5582225356,818641.9559226286,836552.5582225356,818641.9559226286
80.5,12.75,12.75,836552.5594760772,818641.9614624826,836552.5594760772,818641.9614624826
80.51,12.72,12.72,836552.5607267184,818641.967002993,836552.5607267184,818641.967002993
80.52,12.7,12.7,836552.5619754246,818641.9725439397,836552.5619754246,818641.9725439397
80.53,12.66,12.66,836552.5632202631,818641.9780857569,836552.5632202631,818641.9780857569
80.54,12.6,12.6,836552.5644592968,818641.9836288749,836552.5644592968,818641.9836288749
80.55,12.52,12.52,836552.5656905886,818641.9891737177,836552.5656905886,818641.9891737177
80.56,12.31,12.31,836552.5669015495,818641.9947230363,836552.5669015495,818641.9947230363
80.57,12.2,12.2,836552.5681018542,818642.0002746695,836552.5681018542,818642.0002746695
80.58,12.1,12.1,836552.569292468,818642.0058283892,836552.569292468,818642.0058283892
80.59,12.02,12.02,836552.5704753259,818642.011383765,836552.5704753259,818642.011383765
80.6,11.99,11.99,836552.5716552754,818642.016939759,836552.5716552754,818642.016939759
80.61,12.01,12.01,836552.5728371639,818642.0224953409,836552.5728371639,818642.0224953409
80.62,12.09,12.09,836552.5740268083,818642.0280492665,836552.5740268083,818642.0280492665
80.63,12.13,12.13,836552.5752203306,818642.0336023621,836552.5752203306,818642.0336023621
80.64,12.14,12.14,836552.5764148224,818642.0391552476,836552.5764148224,818642.0391552476
80.65,12.12,12.12,836552.5776073751,818642.0447085513,836552.5776073751,818642.0447085513
80.66,12.07,12.07,836552.5787950805,818642.050262893,836552.5787950805,818642.050262893
80.67,11.91,11.91,836552.5799672721,818642.055820529,836552.5799672721,818642.055820529
80.68,11.83,11.83,836552.5811317017,818642.0613797969,836552.5811317017,818642.0613797969
80.69,11.75,11.75,836552.5822883674,818642.0669406847,836552.5822883674,818642.0669406847
80.7,11.7,11.7,836552.5834401816,818642.0725025804,836552.5834401816,818642.0725025804
80.71,11.64,11.64,836552.5845861688,818642.0780656799,836552.5845861688,818642.0780656799
80.72,11.47,11.47,836552.5857156464,818642.0836321543,836552.5857156464,818642.0836321543
80.73,11.34,11.34,836552.5868324904,818642.0892011777,836552.5868324904,818642.0892011777
80.74,11.2,11.2,836552.5879357232,818642.0947729137,836552.5879357232,818642.0947729137
80.75,11.07,11.07,836552.5890263125,818642.100347138,836552.5890263125,818642.100347138
80.76,10.98,10.98,836552.5901081439,818642.105923069,836552.5901081439,818642.105923069
80.77,10.91,10.91,836552.5911831626,818642.1115003169,836552.5911831626,818642.1115003169
80.78,10.92,10.92,836552.5922591549,818642.1170773769,836552.5922591549,818642.1170773769
80.79,10.96,10.96,836552.5933390392,818642.1226536836,836552.5933390392,818642.1226536836
80.8,11.03,11.03,836552.5944257363,818642.1282286673,836552.5944257363,818642.1282286673
80.81,11.09,11.09,836552.5955182705,818642.1338025099,836552.5955182705,818642.1338025099
80.82,11.15,11.15,836552.5966166417,818642.1393752053,836552.5966166417,818642.1393752053
80.83,11.15,11.15,836552.5977150131,818642.1449479006,836552.5977150131,818642.1449479006
80.84,11.12,11.12,836552.5988104658,818642.1505211715,836552.5988104658,818642.1505211715
80.85,11.05,11.05,836552.5998991078,818642.1560957755,836552.5998991078,818642.1560957755
80.86,10.96,10.96,836552.6009789922,818642.1616720823,836552.6009789922,818642.1616720823
80.87,10.85,10.85,836552.6020481698,818642.1672504531,836552.6020481698,818642.1672504531
80.88,10.6,10.6,836552.6030929972,818642.1728334351,836552.6030929972,818642.1728334351
80.89,10.48,10.48,836552.6041261281,818642.1784185944,836552.6041261281,818642.1784185944
80.9,10.35,10.35,836552.605146585,818642.1840060825,836552.605146585,818642.1840060825
80.91,10.25,10.25,836552.6061572884,818642.1895953439,836552.6061572884,818642.1895953439
80.92,10.18,10.18,836552.6071611631,818642.1951858354,836552.6071611631,818642.1951858354
80.93,10.12,10.12,836552.6081591825,818642.2007773751,836552.6081591825,818642.2007773751
80.94,10.12,10.12,836552.6091572018,818642.2063689148,836552.6091572018,818642.2063689148
80.95,10.13,10.13,836552.6101561968,818642.2119602809,836552.6101561968,818642.2119602809
80.96,10.17,10.17,836552.6111590938,818642.217550948,836552.6111590938,818642.217550948
80.97,10.22,10.22,836552.6121668706,818642.2231407367,836552.6121668706,818642.2231407367
80.99,10.35,10.35,836552.6142077844,818642.2343157128,836552.6142077844,818642.2343157128
80.99,10.43,10.43,836552.6152360416,818642.239901771,836552.6152360416,818642.239901771
81.0,10.54,10.54,836552.6162750218,818642.2454858436,836552.6162750218,818642.2454858436
81.02,10.64,10.64,836552.6183724707,818642.2566503473,836552.6183724707,818642.2566503473
81.02,10.73,10.73,836552.619429962,818642.2622309439,836552.619429962,818642.2622309439
81.03,10.88,10.88,836552.6205020603,818642.2678087533,836552.6205020603,818642.2678087533
81.04,10.94,10.94,836552.6215799976,818642.2733854377,836552.6215799976,818642.2733854377
81.05,10.99,10.99,836552.6226628026,818642.2789611788,836552.6226628026,818642.2789611788
81.06,11.03,11.03,836552.6237494996,818642.2845361626,836552.6237494996,818642.2845361626
81.07,11.07,11.07,836552.6248400887,818642.2901103869,836552.6248400887,818642.2901103869
81.08,11.19,11.19,836552.62594235,818642.2956823147,836552.62594235,818642.2956823147
81.09,11.28,11.28,836552.6270533609,818642.3012525035,836552.6270533609,818642.3012525035
81.1,11.39,11.39,836552.6281750646,818642.3068205494,836552.6281750646,818642.3068205494
81.11,11.52,11.52,836552.6293093998,818642.3123860362,836552.6293093998,818642.3123860362
81.12,11.66,11.66,836552.6304573299,818642.3179487337,836552.6304573299,818642.3179487337
81.13,11.81,11.81,836552.6316198185,818642.3235084076,836552.6316198185,818642.3235084076
81.14,12.14,12.14,836552.6328143104,818642.3290612932,836552.6328143104,818642.3290612932
81.15,12.3,12.3,836552.6340243038,818642.3346108218,836552.6340243038,818642.3346108218
81.16,12.46,12.46,836552.6352497889,818642.3401569512,836552.6352497889,818642.3401569512
81.18,12.62,12.62,836552.6377317259,818642.3512423206,836552.6377317259,818642.3512423206
81.18,12.77,12.77,836552.6389872005,818642.3567817383,836552.6389872005,818642.3567817383
81.19,13.06,13.06,836552.6402706971,818642.3623147291,836552.6402706971,818642.3623147291
81.2,13.18,13.18,836552.6415657791,818642.3678450196,836552.6415657791,818642.3678450196
81.21,13.29,13.29,836552.642871475,818642.3733728136,836552.642871475,818642.3733728136
81.22,13.39,13.39,836552.6441868172,818642.3788983212,836552.6441868172,818642.3788983212
81.23,13.51,13.51,836552.6455137287,818642.3844210617,836552.6455137287,818642.3844210617
81.24,13.77,13.77,836552.6468656893,818642.3899377248,836552.6468656893,818642.3899377248
81.25,13.9,13.9,836552.6482301623,818642.3954513057,836552.6482301623,818642.3954513057
81.26,13.99,13.99,836552.6496032941,818642.4009627356,836552.6496032941,818642.4009627356
81.27,14.05,14.05,836552.6509821962,818642.4064727253,836552.6509821962,818642.4064727253
81.28,14.09,14.09,836552.6523649461,818642.4119817497,836552.6523649461,818642.4119817497
81.29,14.17,14.17,836552.6537553852,818642.4174888391,836552.6537553852,818642.4174888391
81.3,14.23,14.23,836552.6551515907,818642.4229944702,836552.6551515907,818642.4229944702
81.31,14.34,14.34,836552.6565583636,818642.4284974091,836552.6565583636,818642.4284974091
81.32,14.5,14.5,836552.6579804987,818642.4339963992,836552.6579804987,818642.4339963992
81.33,14.7,14.7,836552.6594218197,818642.4394903905,836552.6594218197,818642.4394903905
81.34,15.17,15.17,836552.6609081591,818642.4449723742,836552.6609081591,818642.4449723742
81.35,15.39,15.39,836552.6624155384,818642.4504486097,836552.6624155384,818642.4504486097
81.36,15.57,15.57,836552.663940114,818642.4559200826,836552.663940114,818642.4559200826
81.37,15.72,15.72,836552.6654790076,818642.4613875463,836552.6654790076,818642.4613875463
81.38,15.82,15.82,836552.6670274427,818642.4668523156,836552.6670274427,818642.4668523156
81.39,15.89,15.89,836552.668582553,818642.4723151884,836552.668582553,818642.4723151884
81.4,15.96,15.96,836552.6701443366,818642.4777761585,836552.6701443366,818642.4777761585
81.41,15.99,15.99,836552.6717089782,818642.4832363107,836552.6717089782,818642.4832363107
81.42,16.02,16.02,836552.6732764799,818642.4886956428,836552.6732764799,818642.4886956428
81.43,16.07,16.07,836552.6748487441,818642.4941536034,836552.6748487441,818642.4941536034
81.44,16.15,16.15,836552.6764286268,818642.4996093645,836552.6764286268,818642.4996093645
81.45,16.37,16.37,836552.6780294464,818642.505059018,836552.6780294464,818642.505059018
