Time (s),Original_Heading,Improved_Heading,Original_East,Original_North,Improved_East,Improved_North
76.36,4.62,4.62,836552.275580244,818639.5713914578,836552.275580244,818639.5713914578
76.37,4.68,4.68,836552.2760436706,818639.577052429,836552.2760436706,818639.577052429
76.38,4.71,4.71,836552.276510062,818639.5827131557,836552.276510062,818639.5827131557
76.39,4.69,4.69,836552.2769744783,818639.5883740459,836552.2769744783,818639.5883740459
76.4,4.57,4.57,836552.2774270364,818639.5940358957,836552.2774270364,818639.5940358957
76.41,4.46,4.46,836552.2778687242,818639.5996986037,836552.2778687242,818639.5996986037
76.42,4.32,4.32,836552.2782965726,818639.6053623742,836552.2782965726,818639.6053623742
76.43,4.14,4.14,836552.2787066269,818639.6110274616,836552.2787066269,818639.6110274616
76.44,3.96,3.96,836552.279098881,818639.6166938093,836552.279098881,818639.6166938093
76.45,3.61,3.61,836552.2794565144,818639.6223624474,836552.2794565144,818639.6223624474
76.46,3.45,3.45,836552.2797983168,818639.628032061,836552.2797983168,818639.628032061
76.47,3.32,3.32,836552.2801272554,818639.6337024361,836552.2801272554,818639.6337024361
76.48,3.22,3.22,836552.280446295,818639.6393733768,836552.280446295,818639.6393733768
76.49,3.15,3.15,836552.280758407,818639.6450447033,836552.280758407,818639.6450447033
76.51,3.1,3.1,836552.281372732,818639.6563878953,836552.281372732,818639.6563878953
76.52,3.11,3.11,836552.2816808852,818639.6620594378,836552.2816808852,818639.6620594378
76.52,3.15,3.15,836552.2819929972,818639.6677307643,836552.2819929972,818639.6677307643
76.53,3.21,3.21,836552.2823110472,818639.6734017615,836552.2823110472,818639.6734017615
76.54,3.28,3.28,836552.2826360271,818639.6790723648,836552.2826360271,818639.6790723648
76.55,3.48,3.48,836552.2829807985,818639.6847417988,836552.2829807985,818639.6847417988
76.56,3.58,3.58,836552.2833354649,818639.6904106226,836552.2833354649,818639.6904106226
76.57,3.67,3.67,836552.2836990342,818639.6960788831,836552.2836990342,818639.6960788831
76.58,3.77,3.77,836552.2840724965,818639.7017464992,836552.2840724965,818639.7017464992
76.59,3.89,3.89,836552.2844578288,818639.7074133216,836552.2844578288,818639.7074133216
76.6,4.04,4.04,836552.2848579944,818639.7130791158,836552.2848579944,818639.7130791158
76.61,4.37,4.37,836552.2852907851,818639.7187425107,836552.2852907851,818639.7187425107
76.62,4.55,4.55,836552.285741366,818639.7244045179,836552.285741366,818639.7244045179
76.63,4.75,4.75,836552.2862117081,818639.7300649174,836552.2862117081,818639.7300649174
76.64,4.97,4.97,836552.286703783,818639.7357234708,836552.286703783,818639.7357234708
76.65,5.23,5.23,836552.2872215289,818639.7413797318,836552.2872215289,818639.7413797318
76.66,5.8,5.8,836552.2877955193,818639.7470305638,836552.2877955193,818639.7470305638
76.67,6.11,6.11,836552.2884000747,818639.7526782064,836552.2884000747,818639.7526782064
76.68,6.43,6.43,836552.2890361627,818639.7583223851,836552.2890361627,818639.7583223851
76.69,6.74,6.74,836552.2897027793,818639.7639630395,836552.2897027793,818639.7639630395
76.7,7.04,7.04,836552.2903989209,818639.7696001249,836552.2903989209,818639.7696001249
76.71,7.62,7.62,836552.2911520904,818639.7752298744,836552.2911520904,818639.7752298744
76.72,7.9,7.9,836552.2919327631,818639.7808558774,836552.2919327631,818639.7808558774
76.73,8.18,8.18,836552.2927409207,818639.7864779984,836552.2927409207,818639.7864779984
76.74,8.45,8.45,836552.2935755615,818639.7920962474,836552.2935755615,818639.7920962474
76.76,8.72,8.72,836552.2952977769,818639.8033247554,836552.2952977769,818639.8033247554
76.76,9.23,9.23,836552.2962088232,818639.8089311222,836552.2962088232,818639.8089311222
76.77,9.47,9.47,836552.2971433452,818639.8145336232,836552.2971433452,818639.8145336232
76.78,9.69,9.69,836552.2980993717,818639.8201324947,836552.2980993717,818639.8201324947
76.79,9.87,9.87,836552.2990729843,818639.8257283365,836552.2990729843,818639.8257283365
76.8,10.01,10.01,836552.3000602666,818639.8313217808,836552.3000602666,818639.8313217808
76.81,10.21,10.21,836552.3010670679,818639.8369117451,836552.3010670679,818639.8369117451
76.82,10.29,10.29,836552.3020816735,818639.8425002997,836552.3020816735,818639.8425002997
76.83,10.37,10.37,836552.3031040794,818639.8480874323,836552.3031040794,818639.8480874323
76.84,10.48,10.48,836552.3041372104,818639.8536725916,836552.3041372104,818639.8536725916
76.85,10.63,10.63,836552.3051849604,818639.8592550262,836552.3051849604,818639.8592550262
76.86,10.82,10.82,836552.3062512174,818639.8648339566,836552.3062512174,818639.8648339566
76.87,11.27,11.27,836552.3073612568,818639.8704043393,836552.3073612568,818639.8704043393
76.88,11.51,11.51,836552.3084946205,818639.875970024,836552.3084946205,818639.875970024
76.89,11.76,11.76,836552.3096522577,818639.8815307098,836552.3096522577,818639.8815307098
76.9,12.0,12.0,836552.3108331766,818639.8870864977,836552.3108331766,818639.8870864977
76.92,12.21,12.21,836552.3132357249,818639.8981893442,836552.3132357249,818639.8981893442
76.92,12.59,12.59,836552.314473791,818639.9037326782,836552.314473791,818639.9037326782
76.93,12.76,12.76,836552.315728298,818639.909272314,836552.315728298,818639.909272314
76.94,12.91,12.91,836552.316997305,818639.9148086476,836552.316997305,818639.9148086476
76.95,13.06,13.06,836552.3182808016,818639.9203416385,836552.3182808016,818639.9203416385
76.96,13.2,13.2,836552.3195778145,818639.9258714764,836552.3195778145,818639.9258714764
76.97,13.48,13.48,836552.3209018358,818639.9313949097,836552.3209018358,818639.9313949097
76.98,13.62,13.62,836552.322239349,818639.9369150933,836552.322239349,818639.9369150933
76.99,13.74,13.74,836552.3235884192,818639.9424324633,836552.3235884192,818639.9424324633
77.0,13.86,13.86,836552.3249490426,818639.9479469955,836552.3249490426,818639.9479469955
77.01,13.97,13.97,836552.3263202516,818639.953458904,836552.3263202516,818639.953458904
77.02,14.17,14.17,836552.3277106906,818639.9589659935,836552.3277106906,818639.9589659935
77.03,14.25,14.25,836552.3291088189,818639.9644711359,836552.3291088189,818639.9644711359
77.04,14.32,14.32,836552.330513671,818639.9699745654,836552.330513671,818639.9699745654
77.05,14.36,14.36,836552.3319223648,818639.9754770134,836552.3319223648,818639.9754770134
77.06,14.41,14.41,836552.3333358614,818639.9809782293,836552.3333358614,818639.9809782293
77.07,14.45,14.45,836552.3347531976,818639.9864784576,836552.3347531976,818639.9864784576
77.08,14.53,14.53,836552.3361782131,818639.9919767025,836552.3361782131,818639.9919767025
77.09,14.57,14.57,836552.337607066,818639.9974739496,836552.337607066,818639.9974739496
77.1,14.62,14.62,836552.339040716,818640.0029699485,836552.339040716,818640.0029699485
77.11,14.67,14.67,836552.3404791607,818640.0084646951,836552.3404791607,818640.0084646951
77.12,14.69,14.69,836552.3419195242,818640.0139589388,836552.3419195242,818640.0139589388
77.13,14.68,14.68,836552.3433589285,818640.019453433,836552.3433589285,818640.019453433
77.14,14.63,14.63,836552.3447935377,818640.0249491815,836552.3447935377,818640.0249491815
77.15,14.54,14.54,836552.3462195125,818640.0304471758,836552.3462195125,818640.0304471758
77.16,14.41,14.41,836552.3476330092,818640.0359483918,836552.3476330092,818640.0359483918
77.17,14.25,14.25,836552.3490311375,818640.0414535342,836552.3490311375,818640.0414535342
77.18,13.94,13.94,836552.3503994602,818640.0469661597,836552.3503994602,818640.0469661597
77.19,13.81,13.81,836552.3517552704,818640.0524818775,836552.3517552704,818640.0524818775
77.2,13.73,13.73,836552.3531033794,818640.0579994818,836552.3531033794,818640.0579994818
77.22,13.68,13.68,836552.3557899648,818640.0690370394,836552.3557899648,818640.0690370394
77.22,13.68,13.68,836552.3571332566,818640.0745558192,836552.3571332566,818640.0745558192
77.23,13.69,13.69,836552.3584775118,818640.0800743627,836552.3584775118,818640.0800743627
77.24,13.69,13.69,836552.359821767,818640.0855929061,836552.359821767,818640.0855929061
77.25,13.67,13.67,836552.3611640952,818640.0911119202,836552.3611640952,818640.0911119202
77.26,13.61,13.61,836552.3625006451,818640.096632336,836552.3625006451,818640.096632336
77.27,13.51,13.51,836552.3638275565,818640.1021550766,836552.3638275565,818640.1021550766
77.28,13.27,13.27,836552.3651313236,818640.107683327,836552.3651313236,818640.107683327
77.29,13.15,13.15,836552.3664235092,818640.113214296,836552.3664235092,818640.113214296
77.31,13.03,13.03,836552.3689847079,818640.124281621,836552.3689847079,818640.124281621
77.31,12.93,12.93,836552.3702556477,818640.1298175101,836552.3702556477,818640.1298175101
77.32,12.84,12.84,836552.3715178884,818640.1353553887,836552.3715178884,818640.1353553887
77.33,12.76,12.76,836552.3727723954,818640.1408950246,836552.3727723954,818640.1408950246
77.34,12.57,12.57,836552.3740085267,818640.146438791,836552.3740085267,818640.146438791
77.35,12.47,12.47,836552.3752349791,818640.1519847062,836552.3752349791,818640.1519847062
77.36,12.36,12.36,836552.3764507835,818640.1575329645,836552.3764507835,818640.1575329645
77.37,12.24,12.24,836552.377654964,818640.1630837575,836552.377654964,818640.1630837575
77.38,12.11,12.11,836552.3788465473,818640.1686372691,836552.3788465473,818640.1686372691
77.39,11.85,11.85,836552.380012918,818640.1741961311,836552.380012918,818640.1741961311
77.4,11.72,11.72,836552.3811666731,818640.1797576249,836552.3811666731,818640.1797576249
77.41,11.61,11.61,836552.3823097479,818640.1853213222,836552.3823097479,818640.1853213222
77.42,11.52,11.52,836552.383444083,818640.1908868089,836552.383444083,818640.1908868089
77.43,11.45,11.45,836552.3845716177,818640.1964536773,836552.3845716177,818640.1964536773
77.44,11.33,11.33,836552.3856874901,818640.2020228945,836552.3856874901,818640.2020228945
77.45,11.26,11.26,836552.3867965582,818640.2075934712,836552.3867965582,818640.2075934712
77.46,11.14,11.14,836552.3878939558,818640.2131663584,836552.3878939558,818640.2131663584
77.47,10.97,10.97,836552.3889748137,818640.2187424772,836552.3889748137,818640.2187424772
77.49,10.76,10.76,836552.3910956394,818640.2299025637,836552.3910956394,818640.2299025637
77.49,10.24,10.24,836552.3921053674,818640.2354920008,836552.3921053674,818640.2354920008
77.5,9.96,9.96,836552.3930877679,818640.2410863057,836552.3930877679,818640.2410863057
77.51,9.67,9.67,836552.3940418413,818640.2466855104,836552.3940418413,818640.2466855104
77.52,9.39,9.39,836552.3949685388,818640.2522893121,836552.3949685388,818640.2522893121
77.53,9.12,9.12,836552.3958688198,818640.2578974179,836552.3958688198,818640.2578974179
77.54,8.6,8.6,836552.3967181664,818640.2635134634,836552.3967181664,818640.2635134634
77.55,8.35,8.35,836552.3975430012,818640.2691331607,836552.3975430012,818640.2691331607
77.56,8.09,8.09,836552.3983423264,818640.2747565439,836552.3983423264,818640.2747565439
77.57,7.84,7.84,836552.3991171074,818640.2803833609,836552.3991171074,818640.2803833609
77.58,7.63,7.63,836552.3998712585,818640.2860129792,836552.3998712585,818640.2860129792
77.59,7.45,7.45,836552.4006077206,818640.2916449404,836552.4006077206,818640.2916449404
77.6,7.17,7.17,836552.4013166514,818640.2972804322,836552.4013166514,818640.2972804322
77.61,7.07,7.07,836552.4020157458,818640.302917154,836552.4020157458,818640.302917154
77.62,6.98,6.98,836552.4027059836,818640.3085549666,836552.4027059836,818640.3085549666
77.63,6.9,6.9,836552.4033883504,818640.3141937364,836552.4033883504,818640.3141937364
77.64,6.82,6.82,836552.4040628421,818640.3198334535,836552.4040628421,818640.3198334535
77.65,6.66,6.66,836552.4047215837,818640.3254750329,836552.4047215837,818640.3254750329
77.66,6.58,6.58,836552.4053724462,818640.3311175272,836552.4053724462,818640.3311175272
77.67,6.48,6.48,836552.4060134604,818640.3367611485,836552.4060134604,818640.3367611485
77.68,6.39,6.39,836552.4066456078,818640.3424057696,836552.4066456078,818640.3424057696
77.69,6.32,6.32,836552.4072708597,818640.3480511582,836552.4072708597,818640.3480511582
77.7,6.22,6.22,836552.4078862572,818640.3536976295,836552.4078862572,818640.3536976295
77.71,6.19,6.19,836552.4084986978,818640.3593444219,836552.4084986978,818640.3593444219
77.72,6.19,6.19,836552.4091111383,818640.3649912142,836552.4091111383,818640.3649912142
77.73,6.21,6.21,836552.4097255502,818640.3706377925,836552.4097255502,818640.3706377925
77.74,6.27,6.27,836552.4103458739,818640.3762837244,836552.4103458739,818640.3762837244
77.75,6.44,6.44,836552.4109829474,818640.3819277921,836552.4109829474,818640.3819277921
77.76,6.55,6.55,836552.4116308551,818640.3875706258,836552.4116308551,818640.3875706258
77.77,6.67,6.67,836552.4122905803,818640.3932120899,836552.4122905803,818640.3932120899
77.78,6.8,6.8,836552.4129631048,818640.3988520434,836552.4129631048,818640.3988520434
77.79,6.92,6.92,836552.4136474389,818640.404490575,836552.4136474389,818640.404490575
77.8,7.09,7.09,836552.4143485005,818640.4101270523,836552.4143485005,818640.4101270523
77.81,7.13,7.13,836552.4150534967,818640.415763039,836552.4150534967,818640.415763039
77.82,7.13,7.13,836552.4157584929,818640.4213990256,836552.4157584929,818640.4213990256
77.83,7.09,7.09,836552.4164595546,818640.4270355031,836552.4164595546,818640.4270355031
77.84,7.01,7.01,836552.4171527453,818640.432672954,836552.4171527453,818640.432672954
77.85,6.92,6.92,836552.4178370794,818640.4383114856,836552.4178370794,818640.4383114856
77.86,6.72,6.72,836552.4185017267,818640.4439523721,836552.4185017267,818640.4439523721
77.87,6.63,6.63,836552.4191575134,818640.4495942948,836552.4191575134,818640.4495942948
77.88,6.56,6.56,836552.4198064067,818640.4552370154,836552.4198064067,818640.4552370154
77.89,6.49,6.49,836552.4204484065,818640.4608805235,836552.4204484065,818640.4608805235
77.9,6.43,6.43,836552.4210844944,818640.4665247024,836552.4210844944,818640.4665247024
77.91,6.32,6.32,836552.4217097464,818640.472170091,836552.4217097464,818640.472170091
77.92,6.27,6.27,836552.42233007,818640.4778160229,836552.42233007,818640.4778160229
77.93,6.21,6.21,836552.422944482,818640.4834626012,836552.422944482,818640.4834626012
77.94,6.15,6.15,836552.42355298,818640.4891098198,836552.42355298,818640.4891098198
77.95,6.1,6.1,836552.4241565496,818640.4947575674,836552.4241565496,818640.4947575674
77.96,6.04,6.04,836552.4247542056,818640.5004059453,836552.4247542056,818640.5004059453
77.97,6.03,6.03,836552.4253508758,818640.5060544262,836552.4253508758,818640.5060544262
77.98,6.05,6.05,836552.4259495174,818640.511702699,836552.4259495174,818640.511702699
77.99,6.09,6.09,836552.4265521015,818640.5173505518,836552.4265521015,818640.5173505518
78.0,6.14,6.14,836552.4271596138,818640.5229978773,836552.4271596138,818640.5229978773
78.01,6.23,6.23,836552.427775997,818640.5286442415,836552.427775997,818640.5286442415
78.02,6.28,6.28,836552.4283973064,818640.5342900665,836552.4283973064,818640.5342900665
78.03,6.31,6.31,836552.4290215726,818640.539935564,836552.4290215726,818640.539935564
78.04,6.32,6.32,836552.4296468246,818640.5455809527,836552.4296468246,818640.5455809527
78.05,6.31,6.31,836552.4302710908,818640.5512264504,836552.4302710908,818640.5512264504
78.06,6.22,6.22,836552.4308864883,818640.5568729216,836552.4308864883,818640.5568729216
78.07,6.16,6.16,836552.431495972,818640.5625200351,836552.431495972,818640.5625200351
78.08,6.08,6.08,836552.4320975705,818640.5681679929,836552.4320975705,818640.5681679929
78.09,6.0,6.0,836552.4326912818,818640.5738167869,836552.4326912818,818640.5738167869
78.1,5.92,5.92,836552.4332771059,818640.5794664029,836552.4332771059,818640.5794664029
78.11,5.88,5.88,836552.4338589854,818640.5851164268,836552.4338589854,818640.5851164268
78.12,5.86,5.86,836552.4344388937,818640.5907666527,836552.4344388937,818640.5907666527
78.13,5.88,5.88,836552.4350207732,818640.5964166768,836552.4350207732,818640.5964166768
78.14,5.9,5.9,836552.4356046261,818640.6020664967,836552.4356046261,818640.6020664967
78.15,5.93,5.93,836552.4361914358,818640.6077160117,836552.4361914358,818640.6077160117
78.17,5.94,5.94,836552.4373670287,818640.6190148357,836552.4373670287,818640.6190148357
78.18,5.95,5.95,836552.4379558117,818640.6246641447,836552.4379558117,818640.6246641447
78.18,5.94,5.94,836552.4385436072,818640.6303135566,836552.4385436072,818640.6303135566
78.19,5.93,5.93,836552.439130417,818640.6359630717,836552.439130417,818640.6359630717
78.2,5.91,5.91,836552.4397152555,818640.6416127906,836552.4397152555,818640.6416127906
78.21,5.87,5.87,836552.4402961493,818640.6472629156,836552.4402961493,818640.6472629156
78.22,5.73,5.73,836552.4408632362,818640.6529144443,836552.4408632362,818640.6529144443
78.23,5.64,5.64,836552.4414214441,818640.6585668557,836552.4414214441,818640.6585668557
78.24,5.51,5.51,836552.4419668264,818640.6642205192,836552.4419668264,818640.6642205192
78.25,5.34,5.34,836552.4424954307,818640.6698757765,836552.4424954307,818640.6698757765
78.26,5.14,5.14,836552.4430042919,818640.6755328433,836552.4430042919,818640.6755328433
78.27,4.66,4.66,836552.443465743,818640.6811939761,836552.443465743,818640.6811939761
78.28,4.4,4.4,836552.4439015008,818640.6868571447,836552.4439015008,818640.6868571447
78.29,4.13,4.13,836552.4443105654,818640.6925223027,836552.4443105654,818640.6925223027
78.3,3.86,3.86,836552.4446929307,818640.698189325,836552.4446929307,818640.698189325
78.31,3.62,3.62,836552.4450515538,818640.7038579006,836552.4450515538,818640.7038579006
78.32,3.23,3.23,836552.4453715831,818640.7095287846,836552.4453715831,818640.7095287846
78.33,3.06,3.06,836552.4456747859,818640.7152005938,836552.4456747859,818640.7152005938
78.34,2.91,2.91,836552.4459631393,818640.7208731784,836552.4459631393,818640.7208731784
78.35,2.79,2.79,836552.4462396106,818640.726546353,836552.4462396106,818640.726546353
78.36,2.7,2.7,836552.4465071706,818640.7322199557,836552.4465071706,818640.7322199557
78.38,2.61,2.61,836552.4470244661,818640.7435679871,836552.4470244661,818640.7435679871
78.38,2.39,2.39,836552.4472613258,818640.7492429552,836552.4472613258,818640.7492429552
78.39,2.26,2.26,836552.4474853093,818640.7549184443,836552.4474853093,818640.7549184443
78.4,2.1,2.1,836552.4476934419,818640.7605945374,836552.4476934419,818640.7605945374
78.41,1.91,1.91,836552.4478827502,818640.766271289,836552.4478827502,818640.766271289
78.42,1.7,1.7,836552.448051251,818640.7719486968,836552.448051251,818640.7719486968
78.43,1.3,1.3,836552.4481801138,818640.777627143,836552.4481801138,818640.777627143
78.44,1.12,1.12,836552.4482911362,818640.7833059668,836552.4482911362,818640.7833059668
78.45,0.94,0.94,836552.4483843179,818640.7889851097,836552.4483843179,818640.7889851097
78.46,0.76,0.76,836552.4484596571,818640.794664517,836552.4484596571,818640.794664517
78.47,0.56,0.56,836552.4485151703,818640.8003441548,836552.4485151703,818640.8003441548
78.48,0.15,0.15,836552.4485300398,818640.806024043,836552.4485300398,818640.806024043
78.49,359.95,359.95,836552.4485250833,818640.8117039494,836552.4485250833,818640.8117039494
78.5,359.77,359.77,836552.4485022821,818640.8173838113,836552.4485022821,818640.8173838113
78.51,359.61,359.61,836552.4484636199,818640.8230635885,836552.4484636199,818640.8230635885
78.52,359.48,359.48,836552.4484120714,818640.8287432626,836552.4484120714,818640.8287432626
78.53,359.29,359.29,836552.4483416888,818640.8344227347,836552.4483416888,818640.8344227347
78.54,359.23,359.23,836552.448265358,818640.8401021301,836552.448265358,818640.8401021301
78.55,359.19,359.19,836552.4481850623,818640.8457814709,836552.4481850623,818640.8457814709
78.56,359.16,359.16,836552.4481017935,818640.8514607693,836552.4481017935,818640.8514607693
78.57,359.11,359.11,836552.4480135683,818640.857139993,836552.4480135683,818640.857139993
78.58,358.98,358.98,836552.4479124569,818640.8628190006,836552.4479124569,818640.8628190006
78.59,358.9,358.9,836552.447803418,818640.8684978627,836552.447803418,818640.8684978627
78.6,358.78,358.78,836552.4476824846,818640.8741764826,836552.4476824846,818640.8741764826
78.61,358.64,358.64,836552.4475476756,818640.8798547912,836552.4475476756,818640.8798547912
78.62,358.48,358.48,836552.4473970114,818640.8855327001,836552.4473970114,818640.8855327001
78.63,358.31,358.31,836552.4472295004,818640.8912101383,836552.4472295004,818640.8912101383
78.64,357.97,357.97,836552.4470283017,818640.8968864818,836552.4470283017,818640.8968864818
78.65,357.81,357.81,836552.4468112539,818640.9025622417,836552.4468112539,818640.9025622417
78.66,357.68,357.68,836552.4465813282,818640.9082374944,836552.4465813282,818640.9082374944
78.67,357.58,357.58,836552.4463414975,818640.9139123373,836552.4463414975,818640.9139123373
78.68,357.51,357.51,836552.446094733,818640.9195868832,836552.446094733,818640.9195868832
78.69,357.46,357.46,836552.445843018,818640.925261211,836552.445843018,818640.925261211
78.7,357.45,357.45,836552.4455903113,818640.9309354944,836552.4455903113,818640.9309354944
78.71,357.44,357.44,836552.445336615,818640.9366097333,836552.445336615,818640.9366097333
78.72,357.44,357.44,836552.4450829186,818640.9422839722,836552.4450829186,818640.9422839722
78.73,357.44,357.44,836552.4448292223,818640.9479582111,836552.4448292223,818640.9479582111
78.74,357.47,357.47,836552.444578497,818640.9536325833,836552.444578497,818640.9536325833
78.75,357.49,357.49,836552.444329753,818640.9593070424,836552.444329753,818640.9593070424
78.76,357.53,357.53,836552.4440849699,818640.9649816732,836552.4440849699,818640.9649816732
78.77,357.59,357.59,836552.443846129,818640.9706565563,836552.443846129,818640.9706565563
78.78,357.68,357.68,836552.4436162031,818640.9763318092,836552.4436162031,818640.9763318092
78.79,357.91,357.91,836552.4434090604,818640.9820079386,836552.4434090604,818640.9820079386
78.8,358.03,358.03,836552.4432138059,818640.9876844902,836552.4432138059,818640.9876844902
78.81,358.16,358.16,836552.4430314314,818640.9933614699,836552.4430314314,818640.9933614699
78.82,358.29,358.29,836552.442861939,818640.9990388475,836552.442861939,818640.9990388475
78.83,358.41,358.41,836552.4427043368,818641.0047165685,836552.4427043368,818641.0047165685
78.84,358.54,358.54,836552.4425596189,818641.0103946328,836552.4425596189,818641.0103946328
78.85,358.81,358.81,836552.4424416586,818641.0160733153,836552.4424416586,818641.0160733153
78.86,358.97,358.97,836552.4423395576,818641.0217523046,836552.4423395576,818641.0217523046
78.87,359.13,359.13,836552.4422533157,818641.0274315586,836552.4422533157,818641.0274315586
78.88,359.33,359.33,836552.4421868979,818641.0331110792,836552.4421868979,818641.0331110792
78.89,359.57,359.57,836552.4421442708,818641.0387908281,836552.4421442708,818641.0387908281
78.9,0.14,0.14,836552.4421581485,818641.0444707182,836552.4421581485,818641.0444707182
78.91,0.47,0.47,836552.4422047404,818641.0501504348,836552.4422047404,818641.0501504348
78.92,0.82,0.82,836552.4422860257,818641.0558297615,836552.4422860257,818641.0558297615
78.93,1.18,1.18,836552.4424029943,818641.061508464,836552.4424029943,818641.061508464
78.94,1.49,1.49,836552.4425506854,818641.0671864516,836552.4425506854,818641.0671864516
78.95,1.98,1.98,836552.4427469296,818641.0728629689,836552.4427469296,818641.0728629689
78.96,2.16,2.16,836552.4429610063,818641.0785388418,836552.4429610063,818641.0785388418
78.97,2.27,2.27,836552.4431859796,818641.0842142926,836552.4431859796,818641.0842142926
78.98,2.35,2.35,836552.4434188764,818641.0898894243,836552.4434188764,818641.0898894243
78.99,2.43,2.43,836552.4436596967,818641.0955642246,836552.4436596967,818641.0955642246
79.0,2.64,2.64,836552.4439213147,818641.101238104,836552.4439213147,818641.101238104
79.01,2.76,2.76,836552.4441948168,818641.106911424,836552.4441948168,818641.106911424
79.03,2.91,2.91,836552.4447715237,818641.1182565914,836552.4447715237,818641.1182565914
79.03,3.04,3.04,836552.4450727471,818641.1239285056,836552.4450727471,818641.1239285056
79.04,3.15,3.15,836552.445384859,818641.129599832,836552.445384859,818641.129599832
79.05,3.27,3.27,836552.4457088492,818641.1352704919,836552.4457088492,818641.1352704919
79.06,3.31,3.31,836552.4460367981,818641.1409409236,836552.4460367981,818641.1409409236
79.07,3.34,3.34,836552.4463677161,818641.1466111835,836552.4463677161,818641.1466111835
79.08,3.37,3.37,836552.446701601,818641.1522812698,836552.446701601,818641.1522812698
79.09,3.44,3.44,836552.4470424138,818641.157950944,836552.4470424138,818641.157950944
79.1,3.54,3.54,836552.4473931213,818641.1636200144,836552.4473931213,818641.1636200144
79.11,3.82,3.82,836552.44777153,818641.1692873033,836552.44777153,818641.1692873033
79.12,3.99,3.99,836552.4481667511,818641.174953445,836552.4481667511,818641.174953445
79.13,4.17,4.17,836552.4485797704,818641.1806183163,836552.4485797704,818641.1806183163
79.14,4.35,4.35,836552.4490105858,818641.1862818626,836552.4490105858,818641.1862818626
79.15,4.51,4.51,836552.449457214,818641.1919441829,836552.449457214,818641.1919441829
79.16,4.75,4.75,836552.4499275561,818641.1976045824,836552.4499275561,818641.1976045824
79.17,4.82,4.82,836552.450404814,818641.2032644042,836552.450404814,818641.2032644042
79.18,4.85,4.85,836552.4508850347,818641.2089239756,836552.4508850347,818641.2089239756
79.19,4.84,4.84,836552.451364268,818641.2145836299,836552.451364268,818641.2145836299
79.2,4.83,4.83,836552.4518425135,818641.2202433689,836552.4518425135,818641.2202433689
79.21,4.86,4.86,836552.452323722,818641.2259028554,836552.452323722,818641.2259028554
79.22,4.9,4.9,836552.4528088832,818641.2315620048,836552.4528088832,818641.2315620048
79.23,4.98,4.98,836552.4533019436,818641.2372204713,836552.4533019436,818641.2372204713
79.24,5.08,5.08,836552.4538048807,818641.2428780694,836552.4538048807,818641.2428780694
79.25,5.2,5.2,836552.4543196658,818641.2485346011,836552.4543196658,818641.2485346011
79.26,5.46,5.46,836552.4548601139,818641.2541887393,836552.4548601139,818641.2541887393
79.27,5.57,5.57,836552.4554114162,818641.2598418293,836552.4554114162,818641.2598418293
79.28,5.67,5.67,836552.4559725831,818641.2654939478,836552.4559725831,818641.2654939478
79.29,5.76,5.76,836552.4565426288,818641.2711451775,836552.4565426288,818641.2711451775
79.3,5.86,5.86,836552.4571225371,818641.2767954034,836552.4571225371,818641.2767954034
79.32,6.07,6.07,836552.4583237628,818641.2880915311,836552.4583237628,818641.2880915311
79.32,6.19,6.19,836552.4589362033,818641.2937383235,836552.4589362033,818641.2937383235
79.33,6.31,6.31,836552.4595604696,818641.2993838211,836552.4595604696,818641.2993838211
79.34,6.42,6.42,836552.460195574,818641.305028111,836552.460195574,818641.305028111
79.35,6.49,6.49,836552.4608375737,818641.3106716193,836552.4608375737,818641.3106716193
79.36,6.52,6.52,836552.4614825285,818641.3163147921,836552.4614825285,818641.3163147921
79.37,6.5,6.5,836552.4621255118,818641.3219581894,836552.4621255118,818641.3219581894
79.38,6.46,6.46,836552.4627645548,818641.3276020328,836552.4627645548,818641.3276020328
79.4,6.39,6.39,836552.4640288515,818641.3388912751,836552.4640288515,818641.3388912751
79.4,6.31,6.31,836552.4646531178,818641.3445367727,836552.4646531178,818641.3445367727
79.41,6.24,6.24,836552.4652704867,818641.3501830299,836552.4652704867,818641.3501830299
79.42,6.15,6.15,836552.4658789845,818641.3558302484,836552.4658789845,818641.3558302484
79.43,6.16,6.16,836552.4664884682,818641.3614773619,836552.4664884682,818641.3614773619
79.44,6.22,6.22,836552.4671038657,818641.3671238332,836552.4671038657,818641.3671238332
79.45,6.33,6.33,836552.4677301033,818641.3727691127,836552.4677301033,818641.3727691127
79.46,6.47,6.47,836552.4683701318,818641.3784128451,836552.4683701318,818641.3784128451
79.47,6.79,6.79,836552.4690416707,818641.3840529157,836552.4690416707,818641.3840529157
79.48,6.92,6.92,836552.4697260046,818641.3896914473,836552.4697260046,818641.3896914473
79.49,7.01,7.01,836552.4704191954,818641.3953288982,836552.4704191954,818641.3953288982
79.5,7.03,7.03,836552.4711143533,818641.4009661068,836552.4711143533,818641.4009661068
79.51,7.0,7.0,836552.4718065603,818641.4066036768,836552.4718065603,818641.4066036768
79.52,6.9,6.9,836552.4724889271,818641.4122424468,836552.4724889271,818641.4122424468
79.53,6.85,6.85,836552.4731663717,818641.4178818105,836552.4731663717,818641.4178818105
79.54,6.82,6.82,836552.4738408634,818641.4235215276,836552.4738408634,818641.4235215276
79.55,6.81,6.81,836552.4745143716,818641.4291613639,836552.4745143716,818641.4291613639
